time,E,N,U
1733985485.000000,0.249571,2.011224,21.650697
1733985486.000000,0.565891,1.943560,22.707860
1733985487.000000,0.321368,2.456383,28.376665
1733985488.000000,0.579407,2.540570,25.857017
1733985489.000000,0.684969,2.300505,25.322787
1733985490.000000,1.029288,1.903704,27.344471
1733985491.000000,0.979461,1.730752,26.597198
1733985492.000000,0.946708,1.404036,27.583800
1733985493.000000,1.602940,1.070499,27.645775
1733985494.000000,2.088702,0.597219,29.812769
1733985495.000000,2.047316,-0.374577,31.825106
1733985496.000000,4.848238,-0.053589,32.938784
1733985497.000000,6.448337,-0.540760,33.885391
1733985498.000000,8.149078,-1.151469,35.289032
1733985499.000000,7.303437,-0.966421,33.847580
1733985500.000000,7.430873,-0.863282,32.274292
1733985501.000000,6.579549,-0.569239,31.336676
1733985502.000000,6.792432,-0.573781,31.448397
1733985503.000000,6.761560,-0.276450,31.225992
1733985504.000000,6.411184,-0.317591,31.746536
1733985505.000000,5.753312,-0.181729,30.632909
1733985506.000000,4.737071,-0.154763,30.458068
1733985507.000000,4.043574,-0.078167,30.409530
1733985508.000000,3.572969,-0.091244,30.818323
1733985509.000000,3.219072,0.026307,31.147563
1733985510.000000,2.287789,0.181515,30.906474
1733985511.000000,0.708658,0.273392,29.580748
1733985512.000000,1.695291,1.361487,30.901155
1733985513.000000,-0.605193,0.634847,29.905377
1733985514.000000,-0.747454,1.663289,29.719779
1733985515.000000,-1.412343,3.753418,25.138829
1733985516.000000,-1.207003,4.625269,25.465431
1733985517.000000,-0.905373,4.721417,23.387898
1733985518.000000,-0.849815,4.894960,22.816083
1733985519.000000,-0.696078,4.517221,23.086940
1733985520.000000,-1.728019,4.670826,23.985710
1733985521.000000,-0.574682,3.544115,24.460005
1733985522.000000,0.257224,2.574478,25.681258
1733985523.000000,0.698697,1.677982,26.868221
1733985524.000000,-0.121031,0.876732,26.293287
1733985525.000000,0.565571,0.777985,26.112459
1733985526.000000,0.835971,0.328871,27.940393
1733985527.000000,1.225549,0.198702,27.201321
1733985528.000000,1.884670,0.055328,28.585917
1733985529.000000,2.807202,0.194545,29.426516
1733985530.000000,3.607121,0.322565,30.382438
1733985531.000000,3.634695,0.209712,30.294080
1733985532.000000,3.996828,0.130329,30.057834
1733985533.000000,4.297369,0.062548,32.229975
1733985534.000000,4.386299,0.124165,29.623920
1733985535.000000,4.032808,-0.005201,28.552372
1733985536.000000,4.496754,0.566376,25.021573
1733985537.000000,4.119849,0.401511,24.074865
