time,E,N,U
1733987561.000000,0.245148,3.506766,3.106607
1733987562.000000,0.321982,3.580537,3.161559
1733987563.000000,0.376852,3.637303,3.235230
1733987564.000000,0.437332,3.666983,3.382218
1733987565.000000,0.466912,3.689464,3.590878
1733987566.000000,0.498017,3.696930,3.727042
1733987567.000000,0.501823,3.684427,3.924953
1733987568.000000,0.480269,3.677355,4.062218
1733987569.000000,0.450868,3.693892,4.129060
1733987570.000000,0.410427,3.709129,4.105841
1733987571.000000,0.357990,3.692453,4.055759
1733987572.000000,0.312578,3.671783,3.995703
1733987573.000000,0.262413,3.666639,3.933435
1733987574.000000,0.055135,3.475450,4.032998
1733987575.000000,-0.012152,3.394381,4.013143
1733987576.000000,-0.047757,3.344497,4.001995
1733987577.000000,-0.060917,3.345063,4.031087
1733987578.000000,-0.069340,3.369005,4.047202
1733987579.000000,-0.108699,3.385423,3.970831
1733987580.000000,-0.151726,3.411465,3.862606
1733987581.000000,-0.205694,3.390825,3.860600
1733987582.000000,-0.256929,3.367473,3.831380
1733987583.000000,-0.301715,3.345924,3.826380
1733987584.000000,-0.287030,3.276055,3.818122
1733987585.000000,-0.275958,3.235329,3.818183
1733987586.000000,-0.146057,3.179834,3.826459
1733987587.000000,0.303929,3.040665,3.847779
1733987588.000000,0.753693,2.875135,3.851782
1733987589.000000,1.198945,2.769689,3.847872
1733987590.000000,1.285520,2.692369,3.736339
1733987591.000000,1.095877,2.723817,3.611510
1733987592.000000,0.739482,2.763995,3.543867
1733987593.000000,0.353142,2.838078,3.259985
1733987594.000000,0.001486,2.945176,2.860749
1733987595.000000,-0.311703,2.977688,2.650894
1733987596.000000,-0.484122,2.916977,2.594389
1733987597.000000,-0.368407,2.826685,2.327155
1733987598.000000,-0.208337,2.784386,1.888859
1733987599.000000,0.028002,2.788850,1.278915
1733987600.000000,0.310419,2.862815,0.748874
